cégnév;cím;email;irányítószám;lat;lng;megye;megye_label;telefon;település;tevékenységek
Asztalos Gábor egyéni vállalkozó;Toldi utca 20.;asztigaby@gmail.com;7134;46.48658;18.90512;Tolna;Tolna;+36205417166;Gerjen;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Kiss János egyéni vállalkozó;Baross dűlő 11.;kiss@foldvarklima.hu;7020;46.79287;18.91034;Tolna;Tolna;+36202005613;Dunaföldvár;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Komiszár Gábor egyéni vállalkozó;Alkotmány utca 76.;komys875ev@gmail.com;7130;46.41676;18.76066;Tolna;Tolna;+36204455401;Tolna;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Magyar Dezső egyéni vállalkozó;Somogyi B. Utca 45;madezsoev@gmail.com;7140;46.19857;18.70850;Tolna;Tolna;+36304361930;Bátaszék;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
Nagyal-therm Kft;Cseresznyés Hrsz 10534/4;nagyal.kft@gmail.com;7030;46.64505;18.76898;Tolna;Tolna;+36304004823;Paks;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Predea Kft.;Szent István utca 16.;predeakft@gmail.com;7131;46.41089;18.75229;Tolna;Tolna;+36302475542;Tolna – Mözs;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Alpok Klíma Kft.;Rajnis utca 8. A. ép. 1. em. 2.;alpok.klima@gmail.com;9730;47.39018;16.53930;Vas;Vas;+36702067042;Kőszeg;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Fil-hof Bt.;Petőfi Sándor utca 40.;hegyhatklima@gmail.com;9800;47.05141;16.80445;Vas;Vas;+36702744212;Vasvár;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Mirolani Kft.;Petőfi Sándor út 15.;mirolanikft@gmail.com;9915;46.98060;16.63060;Vas;Vas;+36309056045;Katafa;Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
Németh László egyéni vállalkozó;Ölbői utca 18;laci289608@gmail.com;9608;47.28636;16.90970;Vas;Vas;+36303565248;Sárvár – Rábasömjén;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Szép Kálmán egyéni vállalkozó;Alsószer 33/a;szepkalman@icloud.com;9942;46.85949;16.37406;Vas;Vas;+36205559999;Szalafő;Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
TomiKlíma Kft.;Madach u 4.;tomiklimakft@gmail.com;9600;47.25643;16.94266;Vas;Vas;+36304743068;Sárvár;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Kis hűtőberendezés szerviz
Vasi Alfa Bau Kft.;Semmelweis Ignác utca 16;alfabau15@gmail.com;9700;47.23843;16.62712;Vas;Vas;+36308645499;Szombathely;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV)
Angyal Cső-tech Kft.;Hársfa u.6.;angyalcsotech@gmail.com;8183;47.08008;18.07648;Veszprém;Veszprém;+36706251755;Papkeszi;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
Balogh Péter egyéni vállalkozó;Iskola utca 33;baloghklimaszerviz@gmail.com;8161;47.14774;18.18368;Veszprém;Veszprém;+36306386767;Ősi;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer szerviz (VRV)
Borbély Bence Károly egyéni vállalkozó;Alkotmány utca 5. A lph.;benoklima2024@gmail.com;8300;46.88285;17.42811;Veszprém;Veszprém;+36203719476;Tapolca;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Csetényi Károly Péter egyéni vállalkozó;Petőfi utca 29;csetkagepeszet@gmail.com;8225;47.05740;17.97382;Veszprém;Veszprém;+36309378695;Szentkirályszabadja;Split-klíma telepítés | Háztartási hőszivattyú telepítés
Dressel Ármin egyéni vállalkozó;Patak u. 45.;ahegyklima@gmail.com;8256;46.81879;17.56433;Veszprém;Veszprém;304672018;Ábrahámhegy;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés
FULL COOL Energy Kft.;8400 Ajka, Hóvirág u. 34. sz.;info@fullcool.hu;8400;47.09783;17.56263;Veszprém;Veszprém;204273916;Ajka;Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV)
Fekete Gábor egyéni vállalkozó;Kelmefestő u. 40/a;fekigabi78@freemail.hu;8500;47.32081;17.45275;Veszprém;Veszprém;202941815;Pápa;Split-klíma telepítés | Háztartási hőszivattyú telepítés
Fp Klíma Kft.;Balassi Bálint utca 14;fp.klima.kft@gmail.com;8230;46.96788;17.89291;Veszprém;Veszprém;+36202422018;Balatonfüred;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés
H-3k Autó Kft.;Keszthelyi út 450730;h-3kauto@freemail.hu;8300;46.87713;17.40665;Veszprém;Veszprém;304745509309949893;Tapolca;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Kiss Károly egyéni vállalkozó;Budapest út 45;tamas.kiss.veszprem@gmail.com;8200;47.09602;17.92046;Veszprém;Veszprém;88423277;Veszprém;Split-klíma telepítés | Háztartási hőszivattyú telepítés | Klímarendszer telepítés (VRV) | Kis hűtőberendezés telepítés
Klímatech Klíma és Fűtéstechnikai Kereskedelmi és Szolgáltató Kft;Fő utca Hrsz 170.;info@klimatech.hu;8444;47.21321;17.91030;Veszprém;Veszprém;+36302983949;Szentgál;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
Tóth Attila egyéni vállalkozó;Bajcsy Zsilinszky utca 9;tothaklimatech@gmail.com;8164;47.02664;18.20915;Veszprém;Veszprém;+36305373940;Balatonfőkajár;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
BORZAI Elektro- és Klíma Korlátolt Felelősségű Társaság;Csapás ut 3/2;borzaiklima@gmail.com;8360;46.77719;17.24392;Zala;Zala;+36309591586;Keszthely;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Bbs Zala Hőszivattyú Kft.;Bíró Márton utca 28. Tetőtér em. 9.;bbs.hoszivattyu@gmail.com;8900;46.84150;16.85122;Zala;Zala;+36304650629;Zalaegerszeg;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Horváth Csaba egyéni vállalkozó;;xaircool@gmail.com;8799;47.69020;16.57672;Zala;Zala;+36304656407;Pakod;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
KM Frigo-System Kft.;Gépállomás u. 9.;info@kmfrigo.hu;8992;46.87892;16.73851;Zala;Zala;+3692460614;Bagod;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Kiss VGV. Épületgépész Szolgáltató Korlátolt Feleségű Társaság;Kazanlak krt. 10/B;kissvgvepuletgepeszkft@gmail.com;8800;46.46016;17.01432;Zala;Zala;+36305942337;Nagykanizsa;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV) | Kis hűtőberendezés telepítés | Kis hűtőberendezés szerviz
Port Diás Bt.;Helikon köz 12. C. ép.;tisztaklima@gmail.com;8360;46.76295;17.24388;Zala;Zala;204678833;Keszthely;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Kis hűtőberendezés telepítés
Technicool-Zala Épületgépészeti Korlátolt Felelősségű Társaság;Hegyalja utca 55. fsz. 1.;office@technicool.hu;8900;46.82490;16.83203;Zala;Zala;+36303787172;Zalaegerszeg;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz | Klímarendszer telepítés (VRV) | Klímarendszer szerviz (VRV)
Valguth Szolgáltató és Kereskedelmi Korlátolt Felelősségű Társaság;;valguthaustechnik@gmail.com;8808;46.48914;16.98536;Zala;Zala;00369276994;Nagykanizsa – Palin;Split-klíma telepítés | Split-klíma szerviz | Háztartási hőszivattyú telepítés | Háztartási hőszivattyú szerviz
